,2014,2015,2016,2017,2018,2019,2020,2021,MAD
81233,639.0,796.6,945.9,1104.8,1028.4,739.2,602.7,612.0,808.6
812331,406.1,595.0,600.3,608.6,634.4,520.8,255.7,373.8,499.3
812332,232.9,201.6,345.6,496.2,393.9,218.4,347.0,238.2,309.2
8129,355.5,373.5,417.6,258.9,201.7,102.4,107.8,132.1,243.7
81291,274.2,207.2,222.2,76.1,23.8,15.0,23.9,10.4,106.6
812910,274.2,207.2,222.2,76.1,23.8,15.0,23.9,10.4,106.6
81292,105.2,134.5,146.2,74.0,46.1,7.5,30.6,25.7,71.2
812921,72.3,86.7,83.7,14.4,8.1,29.0,6.2,4.4,38.1
812922,32.9,47.8,62.6,59.6,54.2,36.5,36.8,21.3,44.0
81293,288.1,254.2,366.1,84.7,33.4,93.5,179.5,210.1,188.7
812930,288.1,254.2,366.1,84.7,33.4,93.5,179.5,210.1,188.7
81299,264.2,286.0,415.2,193.4,212.8,203.4,280.7,306.1,270.2
812990,264.2,286.0,415.2,193.4,212.8,203.4,280.7,306.1,270.2
813,13.9,411.1,264.2,319.5,446.4,562.9,384.9,415.7,352.3
8131,273.1,92.6,144.6,74.8,27.3,71.8,125.8,6.4,102.1
81311,273.1,92.6,144.6,74.8,27.3,71.8,125.8,6.4,102.1
813110,273.1,92.6,144.6,74.8,27.3,71.8,125.8,6.4,102.1
8132,33.8,232.4,200.9,396.3,471.8,340.9,406.9,259.1,292.7
81321,33.8,232.4,200.9,396.3,471.8,340.9,406.9,259.1,292.7
813211,155.9,143.4,91.2,281.5,256.9,162.4,323.2,245.9,207.6
813212,15.8,57.1,7.0,83.5,216.4,181.0,165.7,71.3,99.7
813219,106.4,31.9,102.7,31.2,1.5,2.5,82.0,58.1,52.0
8133,73.5,278.1,227.9,231.2,207.6,180.8,238.1,302.9,217.5
81331,73.5,278.1,227.9,231.2,207.6,180.8,238.1,302.9,217.5
813311,51.7,365.4,302.3,368.1,378.9,344.6,426.7,265.1,312.8
813312,461.5,381.9,242.9,158.2,269.0,278.2,191.0,204.4,273.4
813319,336.3,294.6,168.5,21.3,97.8,114.4,2.4,242.2,159.7
8134,817.9,909.4,827.2,874.7,1096.8,981.9,691.0,615.6,851.8
81341,817.9,909.4,827.2,874.7,1096.8,981.9,691.0,615.6,851.8
813410,817.9,909.4,827.2,874.7,1096.8,981.9,691.0,615.6,851.8
8139,423.7,451.5,445.5,315.2,358.8,330.8,263.2,237.3,353.2
81391,392.3,383.3,424.4,339.4,362.3,376.6,320.6,283.2,360.3
813910,392.3,383.3,424.4,339.4,362.3,376.6,320.6,283.2,360.3
81392,94.2,154.2,131.9,177.3,85.7,73.1,180.4,22.1,114.9
813920,94.2,154.2,131.9,177.3,85.7,73.1,180.4,22.1,114.9
81393,15.8,150.3,38.2,75.0,71.1,92.1,61.3,29.5,66.7
813930,15.8,150.3,38.2,75.0,71.1,92.1,61.3,29.5,66.7
81394,175.0,147.2,163.3,101.7,121.0,139.6,438.5,148.4,179.3
813940,175.0,147.2,163.3,101.7,121.0,139.6,438.5,148.4,179.3
81399,222.1,82.9,235.8,228.1,281.3,166.5,262.0,186.9,208.2
813990,222.1,82.9,235.8,228.1,281.3,166.5,262.0,186.9,208.2
814,405.4,792.0,764.4,573.4,724.4,894.8,774.1,726.2,706.8
8141,405.4,792.0,764.4,573.4,724.4,894.8,774.1,726.2,706.8
81411,405.4,792.0,764.4,573.4,724.4,894.8,774.1,726.2,706.8
814110,405.4,792.0,764.4,573.4,724.4,894.8,774.1,726.2,706.8
99,3186.7,3605.7,4078.4,2757.7,2665.8,4456.6,6517.7,7699.9,4371.1
999,3186.7,3605.7,4078.4,2757.7,2665.8,4456.6,6517.7,7699.9,4371.1
9999,3186.7,3605.7,4078.4,2757.7,2665.8,4456.6,6517.7,7699.9,4371.1
99999,3186.7,3605.7,4078.4,2757.7,2665.8,4456.6,6517.7,7699.9,4371.1
999999,3186.7,3605.7,4078.4,2757.7,2665.8,4456.6,6517.7,7699.9,4371.1
MAD,622.0,642.2,687.3,693.4,653.6,675.5,661.5,649.6,660.6
