,2014,2015,2016,2017,2018,2019,2020,2021,MAD
424720,534.5,431.1,427.1,623.1,537.8,400.5,343.7,664.9,495.3
4248,947.9,837.7,948.5,861.2,818.0,885.2,904.5,1419.6,952.8
42481,622.6,605.4,815.7,786.8,554.2,599.3,479.2,584.8,631.0
424810,622.6,605.4,815.7,786.8,554.2,599.3,479.2,584.8,631.0
42482,325.3,232.3,132.8,74.4,263.8,286.0,425.2,834.8,321.8
424820,325.3,232.3,132.8,74.4,263.8,286.0,425.2,834.8,321.8
4249,922.6,876.3,900.1,977.8,1135.4,535.0,1357.5,418.9,890.4
42491,760.7,450.9,547.4,610.9,596.6,363.4,566.5,301.7,524.8
424910,760.7,450.9,547.4,610.9,596.6,363.4,566.5,301.7,524.8
42492,39.5,144.5,194.7,138.2,208.9,92.4,307.9,381.7,188.5
424920,39.5,144.5,194.7,138.2,208.9,92.4,307.9,381.7,188.5
42493,189.8,121.8,247.9,321.5,411.9,403.8,440.7,485.1,327.8
424930,189.8,121.8,247.9,321.5,411.9,403.8,440.7,485.1,327.8
42494,495.1,552.3,470.3,454.1,473.3,439.1,393.0,337.4,451.8
424940,495.1,552.3,470.3,454.1,473.3,439.1,393.0,337.4,451.8
42495,11.3,2.5,80.7,161.2,41.9,57.4,43.6,34.5,54.1
424950,11.3,2.5,80.7,161.2,41.9,57.4,43.6,34.5,54.1
42499,416.4,713.9,461.2,522.6,433.3,356.7,479.0,385.7,471.1
424990,416.4,713.9,461.2,522.6,433.3,356.7,479.0,385.7,471.1
425,2857.8,3142.8,2887.1,2933.1,3948.8,3619.9,3865.0,4328.9,3447.9
4251,2857.8,3142.8,2887.1,2933.1,3948.8,3619.9,3865.0,4328.9,3447.9
42511,1723.2,2252.4,906.0,1000.6,1211.7,1527.9,1558.4,1666.3,1480.8
425110,1723.2,2252.4,906.0,1000.6,1211.7,1527.9,1558.4,1666.3,1480.8
42512,1134.6,890.4,1981.1,1932.5,2737.1,2092.1,2306.6,2662.6,1967.1
425120,1134.6,890.4,1981.1,1932.5,2737.1,2092.1,2306.6,2662.6,1967.1
441,135.0,121.0,136.3,56.7,97.6,1.3,15.8,142.7,88.3
4411,515.9,673.3,675.1,681.6,622.5,592.2,677.9,744.2,647.8
44111,1585.2,1623.4,1931.6,1795.3,1668.0,1339.6,1766.5,1449.0,1644.8
441110,1585.2,1623.4,1931.6,1795.3,1668.0,1339.6,1766.5,1449.0,1644.8
44112,1069.3,950.1,1256.5,1113.8,1045.5,747.4,1088.6,704.8,997.0
441120,1069.3,950.1,1256.5,1113.8,1045.5,747.4,1088.6,704.8,997.0
4412,627.5,638.1,316.0,338.4,264.1,329.9,349.9,394.6,407.3
44121,169.6,179.7,199.3,272.0,224.0,40.0,1.7,104.7,148.9
441210,169.6,179.7,199.3,272.0,224.0,40.0,1.7,104.7,148.9
44122,797.1,817.8,515.3,610.4,488.1,370.0,348.2,289.9,529.6
441222,530.2,557.3,341.4,347.5,268.6,296.9,250.3,164.1,344.5
441228,266.9,260.5,173.8,262.9,219.5,73.1,97.8,125.9,185.0
4413,23.3,156.3,495.5,399.9,456.0,261.0,343.7,206.9,292.8
44131,299.3,238.0,35.4,72.8,125.1,216.5,75.5,202.6,158.1
441310,299.3,238.0,35.4,72.8,125.1,216.5,75.5,202.6,158.1
44132,322.6,394.2,460.0,472.6,330.9,477.5,419.3,409.4,410.8
441320,322.6,394.2,460.0,472.6,330.9,477.5,419.3,409.4,410.8
442,124.8,708.5,908.4,549.9,315.0,70.9,301.7,550.1,441.2
4421,160.3,294.2,316.4,288.1,44.6,79.2,32.8,145.7,170.2
44211,160.3,294.2,316.4,288.1,44.6,79.2,32.8,145.7,170.2
442110,160.3,294.2,316.4,288.1,44.6,79.2,32.8,145.7,170.2
4422,285.2,414.3,592.0,261.8,270.4,8.4,334.5,404.4,321.4
44221,153.2,194.6,275.6,124.1,153.0,354.5,349.1,974.6,322.3
442210,153.2,194.6,275.6,124.1,153.0,354.5,349.1,974.6,322.3
44229,131.9,219.7,316.4,137.7,117.4,346.2,683.6,570.1,315.4
442291,260.3,257.1,208.6,185.6,157.9,239.6,272.1,200.7,222.7
442299,128.4,37.5,107.7,47.9,40.5,585.7,955.6,770.8,334.3
443,1064.6,85.1,317.0,500.9,546.0,896.6,850.8,1657.0,739.8
4431,1064.6,85.1,317.0,500.9,546.0,896.6,850.8,1657.0,739.8
44314,1064.6,85.1,317.0,500.9,546.0,896.6,850.8,1657.0,739.8
443141,781.5,536.1,524.8,432.6,400.1,425.5,597.8,1378.8,634.6
443142,283.1,451.0,207.8,68.3,145.9,471.1,253.1,278.2,269.8
444,35.0,142.8,110.4,35.0,1.3,17.5,102.2,317.2,95.2
4441,1006.6,639.7,936.1,870.2,724.6,643.4,1020.1,1876.8,964.7
44411,8716.8,8213.6,8451.1,8958.1,8395.5,9102.9,10680.1,13569.1,9510.9
444110,8716.8,8213.6,8451.1,8958.1,8395.5,9102.9,10680.1,13569.1,9510.9
44412,6001.2,5364.3,5183.3,5004.0,5379.6,6328.2,7072.9,8859.3,6149.1
444120,6001.2,5364.3,5183.3,5004.0,5379.6,6328.2,7072.9,8859.3,6149.1
44413,859.2,1092.9,1404.9,1823.4,1149.3,1312.4,1786.9,1399.9,1353.6
444130,859.2,1092.9,1404.9,1823.4,1149.3,1312.4,1786.9,1399.9,1353.6
44419,849.8,1116.8,926.7,1260.5,1142.0,818.9,800.2,1433.1,1043.5
444190,849.8,1116.8,926.7,1260.5,1142.0,818.9,800.2,1433.1,1043.5
4442,1041.6,782.5,1046.5,835.2,725.9,660.9,917.9,1559.6,946.3
44421,810.1,607.2,694.6,681.0,665.4,707.6,860.3,1016.7,755.4
444210,810.1,607.2,694.6,681.0,665.4,707.6,860.3,1016.7,755.4
44422,231.4,175.3,351.8,154.2,60.4,46.7,57.6,542.9,202.6
444220,231.4,175.3,351.8,154.2,60.4,46.7,57.6,542.9,202.6
445,997.4,879.5,992.2,1095.7,1083.7,1055.8,1167.5,577.6,981.2
4451,1599.5,1510.8,1576.2,1641.1,1766.7,1618.1,1920.1,1366.6,1624.9
44511,3764.3,4016.3,4886.1,4118.9,3909.9,3791.1,4085.5,4131.2,4087.9
445110,3764.3,4016.3,4886.1,4118.9,3909.9,3791.1,4085.5,4131.2,4087.9
44512,2164.9,2505.5,3309.9,2477.8,2143.1,2173.0,2165.5,2764.6,2463.0
445120,2164.9,2505.5,3309.9,2477.8,2143.1,2173.0,2165.5,2764.6,2463.0
4452,151.9,99.3,231.9,62.6,31.9,128.7,35.5,154.1,112.0
44521,270.6,237.3,10.2,154.1,198.3,229.0,124.8,106.1,166.3
445210,270.6,237.3,10.2,154.1,198.3,229.0,124.8,106.1,166.3
44522,66.1,25.2,38.9,279.4,134.0,406.6,318.3,381.5,206.3
445220,66.1,25.2,38.9,279.4,134.0,406.6,318.3,381.5,206.3
44523,152.0,107.2,34.2,203.9,9.3,268.3,201.3,207.6,148.0
445230,152.0,107.2,34.2,203.9,9.3,268.3,201.3,207.6,148.0
44529,204.3,204.2,169.1,141.2,86.8,219.5,43.3,86.2,144.3
445291,9.7,37.6,75.1,134.1,107.2,145.3,68.8,44.7,77.8
445292,42.6,55.8,15.1,5.7,36.1,49.8,15.5,52.0,34.1
445299,152.0,110.8,109.1,1.4,56.5,24.3,41.0,10.5,63.2
4453,450.2,532.0,352.0,482.8,651.1,433.7,717.1,635.0,531.7
44531,450.2,532.0,352.0,482.8,651.1,433.7,717.1,635.0,531.7
445310,450.2,532.0,352.0,482.8,651.1,433.7,717.1,635.0,531.7
446,72.6,2.6,43.2,91.8,48.8,42.5,83.6,73.4,57.3
4461,72.6,2.6,43.2,91.8,48.8,42.5,83.6,73.4,57.3
44611,369.6,314.9,358.2,210.7,223.4,320.0,316.3,299.4,301.6
446110,369.6,314.9,358.2,210.7,223.4,320.0,316.3,299.4,301.6
44612,97.6,190.2,146.4,724.2,110.3,54.4,23.2,75.0,177.6
446120,97.6,190.2,146.4,724.2,110.3,54.4,23.2,75.0,177.6
44613,53.8,24.4,35.5,622.2,147.4,137.9,349.5,381.1,219.0
446130,53.8,24.4,35.5,622.2,147.4,137.9,349.5,381.1,219.0
44619,253.2,151.8,204.2,200.5,309.3,361.0,605.4,532.1,327.2
446191,176.6,133.6,117.6,148.8,154.3,190.3,255.7,362.1,192.4
446199,76.7,18.2,86.5,51.7,154.9,170.6,349.7,170.0,134.8
447,45.9,0.3,76.2,3.5,40.1,6.0,15.3,45.8,29.2
4471,45.9,0.3,76.2,3.5,40.1,6.0,15.3,45.8,29.2
44711,289.8,308.3,227.4,455.2,621.4,111.1,188.6,12.0,276.7
447110,289.8,308.3,227.4,455.2,621.4,111.1,188.6,12.0,276.7
44719,243.8,308.7,303.7,451.7,581.3,105.0,203.9,57.7,282.0
447190,243.8,308.7,303.7,451.7,581.3,105.0,203.9,57.7,282.0
448,231.5,377.7,252.2,165.5,287.4,326.8,431.5,184.9,282.2
4481,96.3,10.1,140.8,10.6,132.2,168.1,185.2,96.7,105.0
44811,123.8,105.4,82.0,69.2,105.3,111.0,113.7,68.4,97.4
448110,123.8,105.4,82.0,69.2,105.3,111.0,113.7,68.4,97.4
44812,19.3,32.3,48.0,3.8,168.3,134.1,297.0,188.7,111.4
448120,19.3,32.3,48.0,3.8,168.3,134.1,297.0,188.7,111.4
44813,39.8,33.7,29.7,18.4,32.3,4.0,10.9,45.0,26.7
448130,39.8,33.7,29.7,18.4,32.3,4.0,10.9,45.0,26.7
44814,192.0,195.8,134.0,117.8,216.6,124.9,248.3,227.7,182.1
448140,192.0,195.8,134.0,117.8,216.6,124.9,248.3,227.7,182.1
44815,67.4,61.2,95.0,88.7,108.2,22.6,88.5,58.7,73.8
448150,67.4,61.2,95.0,88.7,108.2,22.6,88.5,58.7,73.8
44819,117.6,105.3,79.5,14.9,0.7,29.3,76.6,36.4,57.5
448190,117.6,105.3,79.5,14.9,0.7,29.3,76.6,36.4,57.5
4482,52.0,38.3,129.7,114.2,93.7,128.8,131.0,162.7,106.3
44821,52.0,38.3,129.7,114.2,93.7,128.8,131.0,162.7,106.3
448210,52.0,38.3,129.7,114.2,93.7,128.8,131.0,162.7,106.3
4483,187.2,329.3,241.2,269.1,248.9,287.5,377.3,250.9,273.9
44831,117.3,237.5,186.3,179.2,125.3,185.1,272.2,187.0,186.2
448310,117.3,237.5,186.3,179.2,125.3,185.1,272.2,187.0,186.2
44832,69.9,91.9,54.8,89.9,123.6,102.4,105.1,63.9,87.7
448320,69.9,91.9,54.8,89.9,123.6,102.4,105.1,63.9,87.7
44_45,96.2,129.7,836.3,624.0,502.5,169.3,120.1,88.5,320.8
451,311.1,255.2,1075.2,1009.5,311.9,555.5,527.4,306.7,544.1
4511,219.5,425.7,1237.4,1195.3,93.8,399.8,390.7,222.2,523.0
45111,239.0,93.3,1547.3,1429.6,40.7,226.7,237.6,128.7,492.9
451110,239.0,93.3,1547.3,1429.6,40.7,226.7,237.6,128.7,492.9
45112,326.9,330.4,182.8,128.0,209.9,167.4,40.5,128.6,189.3
451120,326.9,330.4,182.8,128.0,209.9,167.4,40.5,128.6,189.3
45113,246.3,277.9,260.6,194.4,159.1,215.8,99.2,173.2,203.3
451130,246.3,277.9,260.6,194.4,159.1,215.8,99.2,173.2,203.3
45114,539.1,571.6,232.2,167.8,104.0,124.7,94.5,48.9,235.3
451140,539.1,571.6,232.2,167.8,104.0,124.7,94.5,48.9,235.3
4512,91.6,170.5,162.2,185.8,218.1,155.7,136.7,84.6,150.7
45121,91.6,170.5,162.2,185.8,218.1,155.7,136.7,84.6,150.7
451211,29.8,47.3,83.4,112.5,138.3,55.0,74.6,8.6,68.7
451212,61.9,123.2,78.7,73.4,79.8,100.7,62.1,93.1,84.1
452,1480.2,1316.4,619.4,474.7,157.8,363.5,121.1,1412.6,743.2
4521,1657.5,1951.2,2258.3,0.0,0.0,0.0,0.0,0.0,733.4
45211,1657.5,1951.2,2258.3,0.0,0.0,0.0,0.0,0.0,733.4
452111,657.5,711.2,1142.3,0.0,0.0,0.0,0.0,0.0,313.9
452112,1000.0,1240.0,1115.9,0.0,0.0,0.0,0.0,0.0,419.5
4522,0.0,0.0,0.0,1434.4,1228.0,1178.7,1575.1,28.4,680.6
45221,0.0,0.0,0.0,1434.4,1228.0,1178.7,1575.1,28.4,680.6
452210,0.0,0.0,0.0,1434.4,1228.0,1178.7,1575.1,28.4,680.6
4523,0.0,0.0,0.0,1909.2,1385.8,1542.2,1696.2,1441.0,996.8
45231,0.0,0.0,0.0,1909.2,1385.8,1542.2,1696.2,1441.0,996.8
452311,0.0,0.0,0.0,15505.1,12314.5,16993.4,17847.8,15795.1,9807.0
452319,0.0,0.0,0.0,17414.3,13700.3,18535.6,19544.0,17236.0,10803.8
4529,3137.7,3267.5,2877.7,0.0,0.0,0.0,0.0,0.0,1160.4
45291,11325.9,11578.3,12677.9,0.0,0.0,0.0,0.0,0.0,4447.8
452910,11325.9,11578.3,12677.9,0.0,0.0,0.0,0.0,0.0,4447.8
45299,14463.6,14845.9,15555.5,0.0,0.0,0.0,0.0,0.0,5608.1
452990,14463.6,14845.9,15555.5,0.0,0.0,0.0,0.0,0.0,5608.1
453,873.6,547.8,444.4,431.4,266.4,581.4,398.6,379.5,490.4
4531,328.8,533.6,353.9,513.2,387.3,650.8,397.3,570.7,466.9
45311,328.8,533.6,353.9,513.2,387.3,650.8,397.3,570.7,466.9
453110,328.8,533.6,353.9,513.2,387.3,650.8,397.3,570.7,466.9
4532,91.7,300.5,26.0,38.7,40.3,44.2,20.9,226.1,98.6
45321,117.7,405.5,358.4,417.3,444.2,292.4,326.5,263.2,328.1
453210,117.7,405.5,358.4,417.3,444.2,292.4,326.5,263.2,328.1
45322,209.4,705.9,384.4,378.6,403.9,336.5,347.4,37.1,350.4
453220,209.4,705.9,384.4,378.6,403.9,336.5,347.4,37.1,350.4
4533,149.0,0.1,26.8,7.2,28.2,2.5,92.1,133.9,55.0
45331,149.0,0.1,26.8,7.2,28.2,2.5,92.1,133.9,55.0
453310,149.0,0.1,26.8,7.2,28.2,2.5,92.1,133.9,55.0
4539,304.1,286.1,37.6,35.9,52.4,111.0,72.6,99.0,124.9
45391,645.8,790.0,620.9,960.5,934.0,863.5,655.1,520.8,748.8
453910,645.8,790.0,620.9,960.5,934.0,863.5,655.1,520.8,748.8
45392,301.4,188.8,217.3,154.8,152.1,107.8,109.3,180.2,176.5
453920,301.4,188.8,217.3,154.8,152.1,107.8,109.3,180.2,176.5
45393,134.2,115.7,155.4,161.2,140.2,89.3,58.4,27.1,110.2
453930,134.2,115.7,155.4,161.2,140.2,89.3,58.4,27.1,110.2
45399,514.4,199.3,285.8,608.6,589.3,555.3,560.0,214.5,440.9
453991,266.0,253.1,279.2,576.4,552.8,476.1,477.1,234.6,389.4
453998,248.3,53.8,6.6,32.2,36.6,79.2,82.9,20.1,70.0
454,175.0,85.3,198.8,191.2,170.3,680.6,312.7,420.4,279.3
4541,233.2,471.9,467.9,164.9,442.6,1043.6,456.3,1540.2,602.6
45411,233.2,471.9,467.9,164.9,442.6,1043.6,456.3,1540.2,602.6
454110,0.0,0.0,0.0,164.9,442.6,1043.6,456.3,1540.2,455.9
454111,528.5,539.6,537.6,0.0,0.0,0.0,0.0,0.0,200.7
454112,78.5,49.4,101.1,0.0,0.0,0.0,0.0,0.0,28.6
454113,216.7,18.3,31.4,0.0,0.0,0.0,0.0,0.0,33.3
4542,77.6,87.8,47.2,117.4,201.7,155.8,247.1,49.4,123.0
45421,77.6,87.8,47.2,117.4,201.7,155.8,247.1,49.4,123.0
454210,77.6,87.8,47.2,117.4,201.7,155.8,247.1,49.4,123.0
4543,19.4,469.4,316.2,473.4,474.0,518.8,390.7,1169.2,478.9
45431,143.1,167.7,63.3,255.3,120.4,63.4,213.9,97.0,140.5
454310,143.1,167.7,63.3,255.3,120.4,63.4,213.9,97.0,140.5
45439,162.5,301.8,252.9,218.1,353.6,455.4,604.6,1266.3,451.9
454390,162.5,301.8,252.9,218.1,353.6,455.4,604.6,1266.3,451.9
481,148.0,78.3,792.5,1858.5,2194.8,801.0,511.6,1000.7,923.2
4811,587.9,824.0,1076.1,4138.1,2447.5,809.8,645.9,892.6,1427.7
48111,587.9,824.0,1076.1,4138.1,2447.5,809.8,645.9,892.6,1427.7
481111,575.5,818.3,1059.9,9037.2,2712.9,848.2,684.2,927.8,2083.0
481112,12.5,5.8,16.1,13175.2,265.4,38.4,38.3,35.2,1698.4
4812,440.0,745.7,283.5,2279.6,252.7,8.8,134.4,108.1,531.6
48121,440.0,745.7,283.5,2279.6,252.7,8.8,134.4,108.1,531.6
481211,330.0,516.2,163.3,1071.6,148.6,177.0,159.1,272.7,354.8
481212,55.6,93.3,31.9,1062.8,67.9,56.9,140.4,45.9,194.3
481219,54.4,136.2,88.4,145.2,333.4,128.9,153.1,118.7,144.8
482,13.5,0.1,3.5,22.1,30.2,42.6,3.5,4.9,15.0
4821,13.5,0.1,3.5,22.1,30.2,42.6,3.5,4.9,15.0
48211,13.5,0.1,3.5,22.1,30.2,42.6,3.5,4.9,15.0
482111,13.5,0.1,0.0,24.0,4.3,12.1,9.8,6.9,8.8
482112,0.0,0.0,3.5,1.9,25.9,30.5,6.3,2.0,8.8
483,121.0,147.1,176.8,125.5,442.2,605.9,566.4,563.2,343.5
4831,85.5,102.8,108.9,79.7,419.0,576.9,545.1,540.9,307.4
48311,85.5,102.8,108.9,79.7,419.0,576.9,545.1,540.9,307.4
483111,50.2,66.0,95.6,76.1,327.3,499.9,482.2,527.8,265.6
483112,7.0,9.0,8.9,13.4,0.0,0.1,3.2,9.8,6.4
483113,29.7,29.1,17.6,22.6,28.7,44.5,47.4,0.1,27.5
483114,12.5,16.7,4.5,5.5,63.1,32.4,12.3,3.2,18.8
4832,35.5,44.3,67.9,45.8,23.2,29.1,21.3,22.3,36.2
48321,35.5,44.3,67.9,45.8,23.2,29.1,21.3,22.3,36.2
483211,22.2,27.5,35.8,29.7,23.2,29.1,21.3,22.3,26.4
483212,13.2,16.8,32.1,16.1,0.0,0.0,0.0,0.0,9.8
484,661.5,779.4,801.2,1568.5,1307.2,2507.3,622.2,713.9,1120.1
4841,143.8,95.7,207.2,560.4,887.2,2163.8,317.2,482.2,607.2
48411,508.4,425.8,480.5,896.1,1089.7,489.4,464.5,686.1,630.0
484110,508.4,425.8,480.5,896.1,1089.7,489.4,464.5,686.1,630.0
48412,364.6,521.4,687.7,335.6,202.5,1674.4,147.4,203.9,517.2
484121,173.8,83.7,127.3,66.7,46.6,1636.5,131.1,401.2,333.4
484122,190.8,437.7,560.4,402.3,155.9,37.9,278.4,605.0,333.6
4842,517.7,875.1,1008.4,1008.0,420.0,343.5,305.0,231.7,588.7
48421,130.3,93.6,142.2,117.5,85.3,13.4,67.0,18.6,83.5
484210,130.3,93.6,142.2,117.5,85.3,13.4,67.0,18.6,83.5
48422,646.9,800.3,1367.2,1508.2,1071.1,821.6,901.6,879.1,999.5
484220,646.9,800.3,1367.2,1508.2,1071.1,821.6,901.6,879.1,999.5
48423,1.1,18.8,216.5,382.6,565.8,464.8,663.5,628.9,367.7
484230,1.1,18.8,216.5,382.6,565.8,464.8,663.5,628.9,367.7
485,505.8,495.5,939.4,1407.2,1900.7,1986.2,2093.5,2034.1,1420.3
4851,497.1,334.1,389.2,381.1,150.2,51.8,266.8,310.6,297.6
48511,497.1,334.1,389.2,381.1,150.2,51.8,266.8,310.6,297.6
485111,51.4,4.6,130.7,136.8,231.2,0.2,1.1,29.9,73.2
485112,3.0,20.7,86.6,85.7,0.0,0.0,0.0,0.0,24.5
485113,462.9,377.8,158.3,123.3,171.6,57.9,283.6,369.1,250.5
485119,14.2,27.6,13.6,35.4,90.6,6.3,15.8,28.5,29.0
4852,134.2,210.2,171.7,55.2,38.3,22.1,13.4,16.5,82.7
48521,134.2,210.2,171.7,55.2,38.3,22.1,13.4,16.5,82.7
485210,134.2,210.2,171.7,55.2,38.3,22.1,13.4,16.5,82.7
4853,720.9,750.5,295.6,605.0,880.3,804.3,790.8,766.4,701.7
48531,572.6,700.5,328.4,511.4,608.2,707.2,588.7,403.0,552.5
485310,572.6,700.5,328.4,511.4,608.2,707.2,588.7,403.0,552.5
48532,148.3,50.0,32.8,93.6,272.1,97.1,202.1,363.3,157.4
485320,148.3,50.0,32.8,93.6,272.1,97.1,202.1,363.3,157.4
4854,450.7,586.8,59.3,166.0,263.4,288.2,240.6,264.5,289.9
48541,450.7,586.8,59.3,166.0,263.4,288.2,240.6,264.5,289.9
485410,450.7,586.8,59.3,166.0,263.4,288.2,240.6,264.5,289.9
4855,224.4,127.8,234.8,159.8,245.0,275.8,217.2,198.9,210.5
48551,224.4,127.8,234.8,159.8,245.0,275.8,217.2,198.9,210.5
485510,224.4,127.8,234.8,159.8,245.0,275.8,217.2,198.9,210.5
4859,374.1,327.9,567.2,802.3,623.9,647.6,1098.3,1098.3,692.5
48599,374.1,327.9,567.2,802.3,623.9,647.6,1098.3,1098.3,692.5
485991,351.7,341.1,357.0,720.6,602.7,661.7,1001.4,933.1,621.2
485999,22.4,13.2,210.2,81.7,21.2,14.1,97.0,165.2,78.1
486,358.9,391.2,255.5,1680.9,2148.1,1017.8,532.9,628.8,876.8
4861,0.0,0.0,23.9,98.3,0.7,23.5,44.6,25.7,27.1
48611,0.0,0.0,23.9,98.3,0.7,23.5,44.6,25.7,27.1
486110,0.0,0.0,23.9,98.3,0.7,23.5,44.6,25.7,27.1
4862,245.9,178.1,111.0,329.7,1191.1,745.6,479.4,533.6,476.8
48621,245.9,178.1,111.0,329.7,1191.1,745.6,479.4,533.6,476.8
486210,245.9,178.1,111.0,329.7,1191.1,745.6,479.4,533.6,476.8
4869,113.0,213.1,168.4,1252.8,956.3,248.8,98.2,120.8,396.4
48691,121.9,225.1,170.2,1255.5,939.4,257.6,76.7,105.2,393.9
486910,121.9,225.1,170.2,1255.5,939.4,257.6,76.7,105.2,393.9
48699,8.9,12.0,1.7,2.7,16.9,8.8,21.4,15.6,11.0
486990,8.9,12.0,1.7,2.7,16.9,8.8,21.4,15.6,11.0
487,746.3,735.5,975.6,535.8,563.5,116.6,136.8,219.2,503.7
4871,347.7,432.7,730.6,279.2,34.1,6.0,11.0,44.8,235.8
48711,347.7,432.7,730.6,279.2,34.1,6.0,11.0,44.8,235.8
487110,347.7,432.7,730.6,279.2,34.1,6.0,11.0,44.8,235.8
4872,223.6,108.3,55.1,37.2,72.3,102.4,141.1,187.9,116.0
48721,223.6,108.3,55.1,37.2,72.3,102.4,141.1,187.9,116.0
487210,223.6,108.3,55.1,37.2,72.3,102.4,141.1,187.9,116.0
4879,175.0,194.5,189.9,219.4,457.1,8.2,15.2,13.5,159.1
48799,175.0,194.5,189.9,219.4,457.1,8.2,15.2,13.5,159.1
487990,175.0,194.5,189.9,219.4,457.1,8.2,15.2,13.5,159.1
488,1131.4,1157.7,1053.2,944.8,1674.0,1135.0,2513.1,2727.7,1542.1
4881,241.4,183.5,284.9,416.3,466.9,439.7,643.6,633.8,413.8
48811,107.5,2.5,62.0,27.8,58.9,62.9,138.2,653.6,139.2
488111,81.9,25.7,46.1,45.3,114.5,50.8,8.6,31.5,50.6
488119,25.5,23.2,108.1,17.6,55.6,12.1,146.8,685.0,134.2
48819,348.9,186.1,222.8,444.1,525.8,502.6,505.4,19.8,344.4
488190,348.9,186.1,222.8,444.1,525.8,502.6,505.4,19.8,344.4
4882,517.7,638.0,650.3,803.1,540.5,917.1,569.9,555.9,649.1
48821,517.7,638.0,650.3,803.1,540.5,917.1,569.9,555.9,649.1
488210,517.7,638.0,650.3,803.1,540.5,917.1,569.9,555.9,649.1
4883,93.5,64.5,118.6,38.7,61.9,18.8,8.4,40.2,55.6
48831,64.5,76.2,63.0,19.4,46.9,20.5,11.8,89.2,48.9
488310,64.5,76.2,63.0,19.4,46.9,20.5,11.8,89.2,48.9
48832,245.3,241.2,14.5,7.0,2.0,20.9,13.2,157.5,87.7
488320,245.3,241.2,14.5,7.0,2.0,20.9,13.2,157.5,87.7
48833,69.3,103.0,32.6,20.4,41.1,11.4,25.0,121.3,53.0
488330,69.3,103.0,32.6,20.4,41.1,11.4,25.0,121.3,53.0
48839,17.9,2.5,8.5,8.1,24.0,34.0,41.6,12.9,18.7
488390,17.9,2.5,8.5,8.1,24.0,34.0,41.6,12.9,18.7
4884,761.3,888.8,813.7,702.0,1040.0,815.3,1337.5,1441.6,975.0
48841,996.6,885.8,1109.7,943.6,1154.5,689.5,1165.1,1583.1,1066.0
488410,996.6,885.8,1109.7,943.6,1154.5,689.5,1165.1,1583.1,1066.0
48849,235.3,3.0,295.9,241.6,114.5,125.8,172.4,141.5,166.3
488490,235.3,3.0,295.9,241.6,114.5,125.8,172.4,141.5,166.3
4885,435.9,587.2,465.1,281.5,449.7,734.4,793.4,644.2,548.9
48851,435.9,587.2,465.1,281.5,449.7,734.4,793.4,644.2,548.9
488510,435.9,587.2,465.1,281.5,449.7,734.4,793.4,644.2,548.9
4889,304.1,200.6,21.2,309.3,196.0,43.8,300.0,523.8,237.4
48899,304.1,200.6,21.2,309.3,196.0,43.8,300.0,523.8,237.4
488991,227.0,104.6,64.8,429.1,316.2,86.3,31.9,318.8,197.3
488999,77.1,96.0,43.6,119.8,120.2,42.5,268.1,205.0,121.5
48_49,1958.8,1740.0,1143.1,2267.6,631.2,1800.8,2408.7,1791.0,1717.7
491,250.2,307.4,202.5,297.5,286.2,149.3,116.9,174.7,223.1
4911,250.2,307.4,202.5,297.5,286.2,149.3,116.9,174.7,223.1
49111,250.2,307.4,202.5,297.5,286.2,149.3,116.9,174.7,223.1
491110,250.2,307.4,202.5,297.5,286.2,149.3,116.9,174.7,223.1
492,313.8,677.8,337.2,1227.7,1613.7,1071.4,961.5,1082.7,910.7
4921,2865.5,2881.8,2903.3,2486.7,2734.5,2999.0,4928.8,4671.5,3308.9
49211,2865.5,2881.8,2903.3,2486.7,2734.5,2999.0,4928.8,4671.5,3308.9
492110,2865.5,2881.8,2903.3,2486.7,2734.5,2999.0,4928.8,4671.5,3308.9
4922,2551.7,2204.0,2566.1,1259.0,1120.7,1927.6,3967.3,3588.8,2398.2
49221,2551.7,2204.0,2566.1,1259.0,1120.7,1927.6,3967.3,3588.8,2398.2
492210,2551.7,2204.0,2566.1,1259.0,1120.7,1927.6,3967.3,3588.8,2398.2
493,1367.9,1517.6,2135.0,1184.3,3912.3,3887.5,2696.6,3182.4,2485.4
4931,1367.9,1517.6,2135.0,1184.3,3912.3,3887.5,2696.6,3182.4,2485.4
49311,1872.1,2832.2,3695.5,3044.1,5300.2,5822.2,4319.3,4089.4,3871.9
493110,1872.1,2832.2,3695.5,3044.1,5300.2,5822.2,4319.3,4089.4,3871.9
49312,729.2,618.1,328.3,1166.9,1060.2,1046.7,1264.0,961.6,896.9
493120,729.2,618.1,328.3,1166.9,1060.2,1046.7,1264.0,961.6,896.9
49313,464.5,361.4,456.8,442.5,314.8,649.1,831.5,689.1,526.2
493130,464.5,361.4,456.8,442.5,314.8,649.1,831.5,689.1,526.2
49319,768.8,1571.4,1432.0,2584.3,2133.3,2332.3,2055.2,1179.6,1757.1
493190,768.8,1571.4,1432.0,2584.3,2133.3,2332.3,2055.2,1179.6,1757.1
51,47.5,389.2,487.0,458.7,222.8,293.6,446.3,565.3,363.8
511,905.6,616.5,589.9,54.2,4.1,84.8,56.8,422.1,341.7
5111,494.2,692.8,733.5,976.1,778.4,777.6,506.8,948.6,738.5
51111,948.9,34.9,87.5,289.3,386.6,243.3,36.0,331.8,294.8
511110,948.9,34.9,87.5,289.3,386.6,243.3,36.0,331.8,294.8
51112,430.7,460.6,426.0,334.4,305.3,270.2,256.6,212.9,337.1
